,Date,State,Race,Poll,Result,Spread,Year,Lead,Party,Party Class,score
172,2016-09-10,Indiana,Indiana Senate - Young vs. Bayh,WTHR/Howey Politics*,"Bayh 44, Young 40",4,2016,Bayh,,,8.0
173,2016-10-07,Indiana,Indiana Senate - Young vs. Bayh,WTHR/Howey Politics*,"Bayh 42, Young 41",1,2016,Bayh,,,8.0
174,2016-10-14,Indiana,Indiana Senate - Young vs. Bayh,Monmouth*,"Bayh 48, Young 42",6,2016,Bayh,,,13.0
175,2016-10-21,Indiana,Indiana Senate - Young vs. Bayh,WISH-TV,"Bayh 49, Young 43",6,2016,Bayh,,,0.0
176,2016-10-25,Indiana,Indiana Senate - Young vs. Bayh,Gravis*,"Bayh 39, Young 37",2,2016,Bayh,,,7.0
177,2016-11-04,Indiana,Indiana Senate - Young vs. Bayh,Gravis*,"Young 37, Bayh 40",3,2016,Bayh,,,7.0
178,2015-06-23,Arkansas,Arkansas Senate - Boozman vs. Beebe,Talk Business Poll*,"Beebe 45, Boozman 37",8,2015,Beebe,,,0.0
179,2013-07-30,Alaska,Alaska Senate - Palin vs. Begich,PPP (D),"Begich 52, Palin 40",12,2013,Begich,,,9.0
180,2013-07-30,Alaska,Alaska Senate - Treadwell vs. Begich,PPP (D),"Begich 44, Treadwell 40",4,2013,Begich,,,9.0
181,2013-08-21,Alaska,Alaska Senate - Palin vs. Begich,Hays Research (D),"Begich 55, Palin 37",18,2013,Begich,,,7.0
182,2013-08-30,Alaska,Alaska Senate - Treadwell vs. Begich,Hays Research (D),"Begich 50, Treadwell 39",11,2013,Begich,,,7.0
183,2014-02-04,Alaska,Alaska Senate - Treadwell vs. Begich,PPP (D)**,"Begich 43, Treadwell 37",6,2014,Begich,,,0.0
184,2014-02-04,Alaska,Alaska Senate - Sullivan vs. Begich,PPP (D)**,"Begich 41, Sullivan 37",4,2014,Begich,,,0.0
185,2014-03-24,Alaska,Alaska Senate - Miller vs. Begich,Rasmussen Reports,"Begich 49, Miller 38",11,2014,Begich,,,7.0
186,2014-05-13,Alaska,Alaska Senate - Sullivan vs. Begich,PPP (D)**,"Sullivan 37, Begich 42",5,2014,Begich,,,0.0
187,2014-05-13,Alaska,Alaska Senate - Treadwell vs. Begich,PPP (D)**,"Begich 41, Treadwell 33",8,2014,Begich,,,0.0
188,2014-05-13,Alaska,Alaska Senate - Miller vs. Begich,PPP (D)**,"Begich 43, Miller 27",16,2014,Begich,,,0.0
189,2014-07-28,Alaska,Alaska Senate - Sullivan vs. Begich,CBS News/NYT/YouGov,"Begich 49, Sullivan 37",12,2014,Begich,,,11.0
190,2014-07-28,Alaska,Alaska Senate - Treadwell vs. Begich,CBS News/NYT/YouGov,"Begich 47, Treadwell 45",2,2014,Begich,,,11.0
191,2014-08-07,Alaska,Alaska Senate - Sullivan vs. Begich,PPP (D),"Begich 45, Sullivan 41",4,2014,Begich,,,9.0
192,2014-08-07,Alaska,Alaska Senate - Treadwell vs. Begich,PPP (D),"Begich 44, Treadwell 41",3,2014,Begich,,,9.0
193,2014-10-28,Alaska,Alaska Senate - Sullivan vs. Begich,Ivan Moore Research,"Sullivan 42, Begich 48",6,2014,Begich,,,6.0
194,2010-05-19,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Bennet 45, Buck 39",6,2010,Bennet,D,1.0,9.0
195,2010-05-19,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Bennet 45, Buck 39",6,2010,Bennet,D,1.0,9.0
196,2010-05-19,Colorado,Colorado Senate - Norton vs. Bennet,PPP (D),"Norton 41, Bennet 44",3,2010,Bennet,D,1.0,9.0
197,2010-05-19,Colorado,Colorado Senate - Norton vs. Bennet,PPP (D),"Norton 41, Bennet 44",3,2010,Bennet,D,1.0,9.0
198,2010-08-01,Colorado,Colorado Senate - Norton vs. Bennet,Denver Post/SurveyUSA,"Bennet 46, Norton 43",3,2010,Bennet,D,1.0,12.0
199,2010-08-01,Colorado,Colorado Senate - Norton vs. Bennet,Denver Post/SurveyUSA,"Bennet 46, Norton 43",3,2010,Bennet,D,1.0,12.0
200,2010-08-10,Colorado,Colorado Senate - Norton vs. Bennet,PPP (D),"Bennet 46, Norton 40",6,2010,Bennet,D,1.0,9.0
201,2010-08-10,Colorado,Colorado Senate - Norton vs. Bennet,PPP (D),"Bennet 46, Norton 40",6,2010,Bennet,D,1.0,9.0
202,2010-08-10,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 43, Bennet 46",3,2010,Bennet,D,1.0,9.0
203,2010-08-10,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 43, Bennet 46",3,2010,Bennet,D,1.0,9.0
204,2010-09-07,Colorado,Colorado Senate - Buck vs. Bennet,POS/FM3,"Buck 40, Bennet 43",3,2010,Bennet,D,1.0,13.0
205,2010-09-07,Colorado,Colorado Senate - Buck vs. Bennet,POS/FM3,"Buck 40, Bennet 43",3,2010,Bennet,D,1.0,13.0
206,2010-10-05,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 45, Bennet 46",1,2010,Bennet,D,1.0,9.0
207,2010-10-05,Colorado,Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 45, Bennet 46",1,2010,Bennet,D,1.0,9.0
208,2016-07-11,Colorado,Colorado Senate - Glenn vs. Bennet,Harper (R),"Bennet 46, Glenn 40",6,2016,Bennet,D,1.0,9.0
209,2016-07-11,Colorado,Colorado Senate - Glenn vs. Bennet,Harper (R),"Bennet 46, Glenn 40",6,2016,Bennet,D,1.0,9.0
210,2016-07-13,Colorado,Colorado Senate - Glenn vs. Bennet vs. Tang Williams vs. Menconi,Monmouth,"Bennet 48, Glenn 35, Tang Williams 3, Menconi 2",13,2016,Bennet,D,1.0,13.0
211,2016-07-13,Colorado,Colorado Senate - Glenn vs. Bennet vs. Tang Williams vs. Menconi,Monmouth,"Bennet 48, Glenn 35, Tang Williams 3, Menconi 2",13,2016,Bennet,D,1.0,13.0
212,2016-07-13,Colorado,Colorado Senate - Glenn vs. Bennet,FOX News,"Bennet 51, Glenn 36",15,2016,Bennet,D,1.0,12.0
213,2016-07-13,Colorado,Colorado Senate - Glenn vs. Bennet,FOX News,"Bennet 51, Glenn 36",15,2016,Bennet,D,1.0,12.0
214,2016-07-15,Colorado,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",15,2016,Bennet,D,1.0,12.0
215,2016-07-15,Colorado,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",15,2016,Bennet,D,1.0,12.0
216,2016-08-12,Colorado,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",15,2016,Bennet,D,1.0,12.0
217,2016-08-12,Colorado,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",15,2016,Bennet,D,1.0,12.0
218,2016-08-18,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 54, Glenn 38",16,2016,Bennet,D,1.0,11.0
219,2016-08-18,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 54, Glenn 38",16,2016,Bennet,D,1.0,11.0
220,2016-09-15,Colorado,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 46, Glenn 39",7,2016,Bennet,D,1.0,10.0
221,2016-09-15,Colorado,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 46, Glenn 39",7,2016,Bennet,D,1.0,10.0
222,2016-09-22,Colorado,Colorado Senate - Glenn vs. Bennet,Rocky Mountain PBS,"Bennet 45, Glenn 32",13,2016,Bennet,D,1.0,0.0
223,2016-09-22,Colorado,Colorado Senate - Glenn vs. Bennet,Rocky Mountain PBS,"Bennet 45, Glenn 32",13,2016,Bennet,D,1.0,0.0
224,2016-09-23,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 52, Glenn 43",9,2016,Bennet,D,1.0,11.0
225,2016-09-23,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 52, Glenn 43",9,2016,Bennet,D,1.0,11.0
226,2016-09-26,Colorado,Colorado Senate - Glenn vs. Bennet,CNN/ORC,"Bennet 53, Glenn 43",10,2016,Bennet,D,1.0,10.0
227,2016-09-26,Colorado,Colorado Senate - Glenn vs. Bennet,CNN/ORC,"Bennet 53, Glenn 43",10,2016,Bennet,D,1.0,10.0
228,2016-10-03,Colorado,Colorado Senate - Glenn vs. Bennet,Monmouth*,"Bennet 53, Glenn 35",18,2016,Bennet,D,1.0,13.0
229,2016-10-03,Colorado,Colorado Senate - Glenn vs. Bennet,Monmouth*,"Bennet 53, Glenn 35",18,2016,Bennet,D,1.0,13.0
230,2016-10-08,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 39",8,2016,Bennet,D,1.0,7.0
231,2016-10-08,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 39",8,2016,Bennet,D,1.0,7.0
232,2016-10-16,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 48, Glenn 38",10,2016,Bennet,D,1.0,7.0
233,2016-10-16,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 48, Glenn 38",10,2016,Bennet,D,1.0,7.0
234,2016-10-18,Colorado,Colorado Senate - Glenn vs. Bennet,Magellan Strategies (R)*,"Bennet 47, Glenn 32",15,2016,Bennet,D,1.0,0.0
235,2016-10-18,Colorado,Colorado Senate - Glenn vs. Bennet,Magellan Strategies (R)*,"Bennet 47, Glenn 32",15,2016,Bennet,D,1.0,0.0
236,2016-10-18,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 56, Glenn 38",18,2016,Bennet,D,1.0,11.0
237,2016-10-18,Colorado,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 56, Glenn 38",18,2016,Bennet,D,1.0,11.0
238,2016-10-30,Colorado,Colorado Senate - Glenn vs. Bennet,CBS News/YouGov,"Bennet 46, Glenn 41",5,2016,Bennet,D,1.0,11.0
239,2016-10-30,Colorado,Colorado Senate - Glenn vs. Bennet,CBS News/YouGov,"Bennet 46, Glenn 41",5,2016,Bennet,D,1.0,11.0
240,2016-11-02,Colorado,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 47, Glenn 42",5,2016,Bennet,D,1.0,10.0
241,2016-11-02,Colorado,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 47, Glenn 42",5,2016,Bennet,D,1.0,10.0
242,2016-11-03,Colorado,Colorado Senate - Glenn vs. Bennet,University of Denver,"Bennet 48, Glenn 40",8,2016,Bennet,D,1.0,8.0
243,2016-11-03,Colorado,Colorado Senate - Glenn vs. Bennet,University of Denver,"Bennet 48, Glenn 40",8,2016,Bennet,D,1.0,8.0
244,2016-11-04,Colorado,Colorado Senate - Glenn vs. Bennet,PPP (D)*,"Bennet 50, Glenn 40",10,2016,Bennet,D,1.0,0.0
245,2016-11-04,Colorado,Colorado Senate - Glenn vs. Bennet,PPP (D)*,"Bennet 50, Glenn 40",10,2016,Bennet,D,1.0,0.0
246,2016-11-04,Colorado,Colorado Senate - Glenn vs. Bennet,Keating (D),"Bennet 49, Glenn 38",11,2016,Bennet,D,1.0,9.0
247,2016-11-04,Colorado,Colorado Senate - Glenn vs. Bennet,Keating (D),"Bennet 49, Glenn 38",11,2016,Bennet,D,1.0,9.0
248,2016-11-05,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 44",3,2016,Bennet,D,1.0,7.0
249,2016-11-05,Colorado,Colorado Senate - Glenn vs. Bennet,Gravis,"Bennet 47, Glenn 44",3,2016,Bennet,D,1.0,7.0
250,2012-07-12,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Rasmussen Reports,"Berg 49, Heitkamp 40",9,2012,Berg,R,0.0,7.0
251,2012-10-20,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Forum/Essman,"Berg 50, Heitkamp 40",10,2012,Berg,R,0.0,0.0
252,2012-10-23,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Rasmussen Reports,"Berg 50, Heitkamp 45",5,2012,Berg,R,0.0,7.0
253,2012-10-30,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Mason-Dixon,"Berg 47, Heitkamp 45",2,2012,Berg,R,0.0,10.0
254,2011-06-24,Nevada,Nevada Senate - Heller vs. Berkley,Magellan Strategies (R),"Berkley 46, Heller 44",2,2011,Berkley,D,1.0,7.0
255,2011-12-23,Nevada,Nevada Senate - Heller vs. Berkley,Las Vegas Review-Journal,"Berkley 44, Heller 43",1,2011,Berkley,D,1.0,0.0
256,2012-09-25,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 44, Berkley 48",4,2012,Berkley,D,1.0,9.0
257,2010-07-14,New Hampshire,New Hampshire Senate - Binnie vs. Hodes,Rasmussen Reports,"Binnie 49, Hodes 38",11,2010,Binnie,,,7.0
258,2018-08-14,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",4,2018,Blackburn,R,0.0,7.0
259,2018-08-14,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",4,2018,Blackburn,R,0.0,7.0
260,2018-08-14,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",4,2018,Blackburn,R,0.0,7.0
261,2018-08-14,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",4,2018,Blackburn,R,0.0,7.0
262,2018-09-13,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",3,2018,Blackburn,R,0.0,12.0
263,2018-09-13,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",3,2018,Blackburn,R,0.0,12.0
264,2018-09-13,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",3,2018,Blackburn,R,0.0,12.0
265,2018-09-13,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",3,2018,Blackburn,R,0.0,12.0
266,2018-10-04,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 48, Bredesen 43",5,2018,Blackburn,R,0.0,12.0
267,2018-10-04,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 48, Bredesen 43",5,2018,Blackburn,R,0.0,12.0
268,2018-10-04,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 48, Bredesen 43",5,2018,Blackburn,R,0.0,12.0
269,2018-10-04,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 48, Bredesen 43",5,2018,Blackburn,R,0.0,12.0
270,2018-10-07,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,CBS News/YouGov,"Blackburn 50, Bredesen 42",8,2018,Blackburn,R,0.0,11.0
271,2018-10-07,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,CBS News/YouGov,"Blackburn 50, Bredesen 42",8,2018,Blackburn,R,0.0,11.0
272,2018-10-07,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,CBS News/YouGov,"Blackburn 50, Bredesen 42",8,2018,Blackburn,R,0.0,11.0
273,2018-10-07,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,CBS News/YouGov,"Blackburn 50, Bredesen 42",8,2018,Blackburn,R,0.0,11.0
274,2018-10-12,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,NY Times/Siena,"Blackburn 54, Bredesen 40",14,2018,Blackburn,R,0.0,12.0
275,2018-10-12,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,NY Times/Siena,"Blackburn 54, Bredesen 40",14,2018,Blackburn,R,0.0,12.0
276,2018-10-12,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,NY Times/Siena,"Blackburn 54, Bredesen 40",14,2018,Blackburn,R,0.0,12.0
277,2018-10-12,Tennessee,Tennessee Senate - Blackburn vs. Bredesen,NY Times/Siena,"Blackburn 54, Bredesen 40",14,2018,Blackburn,R,0.0,12.0
278,2010-05-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, McMahon 39",13,2010,Blumenthal,D,1.0,7.0
279,2010-05-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, McMahon 39",13,2010,Blumenthal,D,1.0,7.0
280,2010-05-06,Connecticut,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 54, Schiff 29",25,2010,Blumenthal,D,1.0,7.0
281,2010-05-06,Connecticut,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 54, Schiff 29",25,2010,Blumenthal,D,1.0,7.0
282,2010-05-06,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 55, Simmons 32",23,2010,Blumenthal,D,1.0,7.0
283,2010-05-06,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 55, Simmons 32",23,2010,Blumenthal,D,1.0,7.0
284,2010-05-19,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, Simmons 39",11,2010,Blumenthal,D,1.0,7.0
285,2010-05-19,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, Simmons 39",11,2010,Blumenthal,D,1.0,7.0
286,2010-05-19,Connecticut,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, Schiff 37",16,2010,Blumenthal,D,1.0,7.0
287,2010-05-19,Connecticut,Connecticut Senate - Schiff vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, Schiff 37",16,2010,Blumenthal,D,1.0,7.0
288,2010-05-19,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 48, McMahon 45",3,2010,Blumenthal,D,1.0,7.0
289,2010-05-19,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 48, McMahon 45",3,2010,Blumenthal,D,1.0,7.0
290,2010-05-27,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 56, McMahon 31",25,2010,Blumenthal,D,1.0,11.0
291,2010-05-27,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 56, McMahon 31",25,2010,Blumenthal,D,1.0,11.0
292,2010-05-28,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,R2000/Daily Kos (D),"Blumenthal 52, McMahon 33",19,2010,Blumenthal,D,1.0,0.0
293,2010-05-28,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,R2000/Daily Kos (D),"Blumenthal 52, McMahon 33",19,2010,Blumenthal,D,1.0,0.0
294,2010-06-03,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 56, McMahon 33",23,2010,Blumenthal,D,1.0,7.0
295,2010-06-03,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 56, McMahon 33",23,2010,Blumenthal,D,1.0,7.0
296,2010-06-10,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 55, McMahon 35",20,2010,Blumenthal,D,1.0,11.0
297,2010-06-10,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 55, McMahon 35",20,2010,Blumenthal,D,1.0,11.0
298,2010-07-16,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 37",17,2010,Blumenthal,D,1.0,11.0
299,2010-07-16,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 37",17,2010,Blumenthal,D,1.0,11.0
300,2010-07-20,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 40",13,2010,Blumenthal,D,1.0,7.0
301,2010-07-20,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 40",13,2010,Blumenthal,D,1.0,7.0
302,2010-07-20,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, Simmons 38",14,2010,Blumenthal,D,1.0,7.0
303,2010-07-20,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Rasmussen Reports,"Blumenthal 52, Simmons 38",14,2010,Blumenthal,D,1.0,7.0
304,2010-08-04,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Quinnipiac,"Blumenthal 54, Simmons 35",19,2010,Blumenthal,D,1.0,11.0
305,2010-08-04,Connecticut,Connecticut Senate - Simmons vs. Blumenthal,Quinnipiac,"Blumenthal 54, Simmons 35",19,2010,Blumenthal,D,1.0,11.0
306,2010-08-04,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 50, McMahon 40",10,2010,Blumenthal,D,1.0,11.0
307,2010-08-04,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 50, McMahon 40",10,2010,Blumenthal,D,1.0,11.0
308,2010-08-13,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 47, McMahon 40",7,2010,Blumenthal,D,1.0,7.0
309,2010-08-13,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 47, McMahon 40",7,2010,Blumenthal,D,1.0,7.0
310,2010-09-10,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 44",9,2010,Blumenthal,D,1.0,7.0
311,2010-09-10,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 53, McMahon 44",9,2010,Blumenthal,D,1.0,7.0
312,2010-09-14,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 51, McMahon 45",6,2010,Blumenthal,D,1.0,11.0
313,2010-09-14,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 51, McMahon 45",6,2010,Blumenthal,D,1.0,11.0
314,2010-09-27,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, McMahon 45",5,2010,Blumenthal,D,1.0,7.0
315,2010-09-27,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 50, McMahon 45",5,2010,Blumenthal,D,1.0,7.0
316,2010-09-28,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 49, McMahon 46",3,2010,Blumenthal,D,1.0,11.0
317,2010-09-28,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 49, McMahon 46",3,2010,Blumenthal,D,1.0,11.0
318,2010-10-04,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,PPP (D),"Blumenthal 53, McMahon 41",12,2010,Blumenthal,D,1.0,9.0
319,2010-10-04,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,PPP (D),"Blumenthal 53, McMahon 41",12,2010,Blumenthal,D,1.0,9.0
320,2010-10-05,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,CT Capitol Report/MRG,"Blumenthal 52, McMahon 45",7,2010,Blumenthal,D,1.0,7.0
321,2010-10-05,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,CT Capitol Report/MRG,"Blumenthal 52, McMahon 45",7,2010,Blumenthal,D,1.0,7.0
322,2010-10-05,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,FOX News/POR-Rasmussen,"Blumenthal 52, McMahon 42",10,2010,Blumenthal,D,1.0,12.0
323,2010-10-05,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,FOX News/POR-Rasmussen,"Blumenthal 52, McMahon 42",10,2010,Blumenthal,D,1.0,12.0
324,2010-10-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 54, McMahon 43",11,2010,Blumenthal,D,1.0,7.0
325,2010-10-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 54, McMahon 43",11,2010,Blumenthal,D,1.0,7.0
326,2010-10-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,CNN/Time,"Blumenthal 54, McMahon 41",13,2010,Blumenthal,D,1.0,11.0
327,2010-10-06,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,CNN/Time,"Blumenthal 54, McMahon 41",13,2010,Blumenthal,D,1.0,11.0
328,2010-10-12,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,FOX News/POR-Rasmussen,"Blumenthal 49, McMahon 43",6,2010,Blumenthal,D,1.0,12.0
329,2010-10-12,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,FOX News/POR-Rasmussen,"Blumenthal 49, McMahon 43",6,2010,Blumenthal,D,1.0,12.0
330,2010-10-14,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 43",11,2010,Blumenthal,D,1.0,11.0
331,2010-10-14,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 54, McMahon 43",11,2010,Blumenthal,D,1.0,11.0
332,2010-10-15,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 51, McMahon 46",5,2010,Blumenthal,D,1.0,7.0
333,2010-10-15,Connecticut,Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 51, McMahon 46",5,2010,Blumenthal,D,1.0,7.0
334,2015-10-15,Connecticut,Connecticut Senate - Kudlow vs. Blumenthal,Quinnipiac,"Blumenthal 61, Kudlow 27",34,2015,Blumenthal,D,1.0,11.0
335,2015-10-15,Connecticut,Connecticut Senate - Kudlow vs. Blumenthal,Quinnipiac,"Blumenthal 61, Kudlow 27",34,2015,Blumenthal,D,1.0,11.0
336,2015-10-15,Connecticut,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 61, Wolf 26",35,2015,Blumenthal,D,1.0,11.0
337,2015-10-15,Connecticut,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 61, Wolf 26",35,2015,Blumenthal,D,1.0,11.0
338,2016-06-07,Connecticut,Connecticut Senate - Carter vs. Blumenthal,Quinnipiac,"Blumenthal 60, Carter 30",30,2016,Blumenthal,D,1.0,11.0
339,2016-06-07,Connecticut,Connecticut Senate - Carter vs. Blumenthal,Quinnipiac,"Blumenthal 60, Carter 30",30,2016,Blumenthal,D,1.0,11.0
340,2016-06-07,Connecticut,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 62, Wolf 27",35,2016,Blumenthal,D,1.0,11.0
341,2016-06-07,Connecticut,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 62, Wolf 27",35,2016,Blumenthal,D,1.0,11.0
342,2016-09-07,Connecticut,Connecticut Senate - Carter vs. Blumenthal,Emerson,"Blumenthal 54, Carter 33",21,2016,Blumenthal,D,1.0,10.0
343,2016-09-07,Connecticut,Connecticut Senate - Carter vs. Blumenthal,Emerson,"Blumenthal 54, Carter 33",21,2016,Blumenthal,D,1.0,10.0
344,2010-05-04,Missouri,Missouri Senate - Blunt vs. Carnahan,Rasmussen Reports,"Blunt 50, Carnahan 42",8,2010,Blunt,R,0.0,7.0
