,Date,Party,Name,Chamber,State
1821,2010-11-02,d,ruben hinojosa,house,TX
1822,2010-11-02,d,silvestre reyes,house,TX
1823,2010-11-02,r,bill flores,house,TX
1824,2010-11-02,d,sheila jackson lee,house,TX
1825,2010-11-02,r,randy neugebauer,house,TX
1826,2010-11-02,d,charlie gonzalez,house,TX
1827,2010-11-02,r,pete olson,house,TX
1828,2010-11-02,r,quico canseco,house,TX
1829,2010-11-02,r,kenny marchant,house,TX
1830,2010-11-02,d,lloyd doggett,house,TX
1831,2010-11-02,r,blake farenthold,house,TX
1832,2010-11-02,d,henry cuellar,house,TX
1833,2010-11-02,d,gene green,house,TX
1834,2010-11-02,d,eddie bernice johnson,house,TX
1835,2010-11-02,r,john carter,house,TX
1836,2010-11-02,r,pete sessions,house,TX
1837,2010-11-02,r,rob bishop,house,UT
1838,2010-11-02,d,jim matheson,house,UT
1839,2010-11-02,r,jason chaffetz,house,UT
1840,2010-11-02,d,peter welch,house,VT
1841,2010-11-02,r,rob wittman,house,VA
1842,2010-11-02,r,scott rigell,house,VA
1843,2010-11-02,d,bobby scott,house,VA
1844,2010-11-02,r,randy forbes,house,VA
1845,2010-11-02,r,robert hurt,house,VA
1846,2010-11-02,r,bob goodlatte,house,VA
1847,2010-11-02,r,eric cantor,house,VA
1848,2010-11-02,d,jim moran,house,VA
1849,2010-11-02,r,morgan griffith,house,VA
1850,2010-11-02,r,frank wolf,house,VA
1851,2010-11-02,d,gerry connolly,house,VA
1852,2010-11-02,d,jay inslee,house,WA
1853,2012-11-06,d,suzan delbene,house,WA
1854,2010-11-02,d,rick larsen,house,WA
1855,2010-11-02,r,jaime herrera beutler,house,WA
1856,2010-11-02,r,doc hastings,house,WA
1857,2010-11-02,r,cathy mcmorris rodgers,house,WA
1858,2010-11-02,d,jim mcdermott,house,WA
1859,2010-11-02,r,dave reichert,house,WA
1860,2010-11-02,d,adam smith,house,WA
1861,2010-11-02,r,david mckinley,house,WV
1862,2010-11-02,r,shelley moore capito,house,WV
1863,2010-11-02,d,nick rahall,house,WV
1864,2010-11-02,r,paul ryan,house,WI
1865,2010-11-02,d,tammy baldwin,house,WI
1866,2010-11-02,d,ron kind,house,WI
1867,2010-11-02,d,gwen moore,house,WI
1868,2010-11-02,r,jim sensenbrenner,house,WI
1869,2010-11-02,r,tom petri,house,WI
1870,2010-11-02,r,sean duffy,house,WI
1871,2010-11-02,r,reid ribble,house,WI
1872,2010-11-02,r,cynthia lummis,house,WY
