,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
2124,California Governor - Open Primary,SurveyUSA,"Newsom 21, Cox 15, Villaraigosa 18, Allen 10, Chiang 9, Eastin 1",3,2018-04-27,2018,12.0
2125,Georgia Governor - Republican Primary,Atlanta Journal-Constitution,"Cagle 41, Kemp 10, Hill 9, Tippins 4, Williams 3",31,2018-04-27,2018,0.0
2126,New York Governor - Molinaro vs. Cuomo,Quinnipiac,"Cuomo 57, Molinaro 26",31,2018-05-02,2018,11.0
2127,New York Governor - Democratic Primary,Quinnipiac,"Cuomo 50, Nixon 28",22,2018-05-02,2018,11.0
2128,New Hampshire Governor - Democratic Primary,Suffolk,"Kelly 21, Marchand 19",2,2018-05-02,2018,10.0
2129,New Hampshire Governor - Sununu vs. Marchand,Suffolk*,"Sununu 49, Marchand 25",24,2018-05-02,2018,10.0
2130,New Hampshire Governor - Sununu vs. Kelly,Suffolk*,"Sununu 48, Kelly 27",21,2018-05-02,2018,10.0
2131,California Governor - Open Primary,Gravis,"Newsom 22, Cox 23, Villaraigosa 19, Allen 8, Chiang 9, Eastin 4",1,2018-05-07,2018,7.0
2132,Iowa Governor - Democratic Primary,KBUR/Remington Research,"Hubbell 46, Boulton 20, Glasson 7, Norris 5, McGuire 3, Wilburn 1",26,2018-05-09,2018,6.0
2133,Georgia Governor - Cagle vs. Abrams,WXIA-TV/SurveyUSA,"Cagle 46, Abrams 41",5,2018-05-16,2018,12.0
2134,Georgia Governor - Republican Primary,WXIA-TV/SurveyUSA,"Cagle 35, Kemp 17, Hill 10, Tippins 8, Williams 3",18,2018-05-16,2018,12.0
2135,Georgia Governor - Democratic Primary,WXIA-TV/SurveyUSA,"Abrams 43, Evans 24",19,2018-05-16,2018,12.0
2136,Kansas Governor - Republican Primary,Remington Research (R),"Colyer 29, Kobach 27, Barnett 9, Selzer 5",2,2018-05-18,2018,6.0
2137,Georgia Governor - Democratic Primary,FOX 5 Atlanta/Opinion Savvy,"Abrams 58, Evans 19",39,2018-05-18,2018,7.0
2138,Georgia Governor - Republican Primary,FOX 5 Atlanta/Opinion Savvy,"Cagle 31, Kemp 20, Hill 14, Tippins 12, Williams 5",11,2018-05-18,2018,7.0
2139,Iowa Governor - Democratic Primary,Des Moines Register,"Hubbell 31, Boulton 20, Glasson 13, Norris 5, McGuire 5, Wilburn 3",11,2018-05-20,2018,0.0
2140,California Governor - Open Primary,LA Times/USC,"Newsom 21, Cox 10, Villaraigosa 11, Allen 5, Chiang 6, Eastin 3",10,2018-05-22,2018,6.0
2141,Texas Governor - Abbott vs. White,JMC Analytics,"Abbott 50, White 39",11,2018-05-22,2018,0.0
2142,Texas Governor - Abbott vs. Valdez,JMC Analytics,"Abbott 48, Valdez 36",12,2018-05-22,2018,0.0
2143,California Governor - Open Primary,PPIC,"Newsom 25, Cox 19, Villaraigosa 15, Allen 11, Chiang 9, Eastin 6",6,2018-05-23,2018,0.0
2144,California Governor - Open Primary,SurveyUSA,"Newsom 33, Cox 17, Villaraigosa 8, Allen 12, Chiang 10, Eastin 2",16,2018-05-24,2018,12.0
2145,New Mexico Governor - Democratic Primary,Albuquerque Journal,"Grisham 57, Apodaca 15, Cervantes 9",42,2018-05-27,2018,0.0
2146,California Governor - Open Primary,Emerson,"Newsom 24, Cox 16, Allen 11, Villaraigosa 12, Chiang 10, Eastin 4",8,2018-05-28,2018,10.0
2147,California Governor - Open Primary,Emerson,"Newsom 24, Cox 16, Villaraigosa 12, Allen 11, Chiang 10, Eastin 4",8,2018-05-28,2018,10.0
2148,South Dakota Governor - Republican Primary,Mason-Dixon,"Noem 45, Jackley 44",1,2018-05-29,2018,10.0
2149,Texas Governor - Abbott vs. Valdez,Quinnipiac,"Abbott 53, Valdez 34",19,2018-05-30,2018,11.0
2150,California Governor - Open Primary,Berkeley IGS,"Newsom 33, Cox 20, Villaraigosa 13, Allen 12, Chiang 7, Eastin 4",13,2018-05-31,2018,0.0
2151,California Governor - Open Primary,Berkeley IGS,"Newsom 33, Cox 20, Allen 12, Villaraigosa 13, Chiang 7, Eastin 4",13,2018-05-31,2018,0.0
2152,California Governor - Open Primary,YouGov,"Newsom 33, Cox 17, Allen 10, Villaraigosa 9, Chiang 8, Eastin 4",16,2018-06-01,2018,9.0
2153,Massachusetts Governor - Baker vs. Massie,WBUR/MassINC,"Baker 60, Massie 20",40,2018-06-01,2018,11.0
2154,Massachusetts Governor - Baker vs. Gonzalez,WBUR/MassINC,"Baker 60, Gonzalez 20",40,2018-06-01,2018,11.0
2155,South Carolina Governor - Republican Primary,Target Insyght,"McMaster 37, Templeton 25, Warren 20, Bryant 4, McGill 3",12,2018-06-02,2018,6.0
2156,Maryland Governor - Democratic Primary,Washington Post,"Baker 16, Jealous 21, Madaleno 6, Shea 4, Vignarajah 4, Ross 2",5,2018-06-05,2018,13.0
2157,Maryland Governor - Hogan vs. Baker,Washington Post,"Hogan 51, Baker 39",12,2018-06-05,2018,13.0
2158,Maryland Governor - Hogan vs. Madaleno,Washington Post,"Hogan 50, Madaleno 40",10,2018-06-05,2018,13.0
2159,Maryland Governor - Hogan vs. Vignarajah,Washington Post,"Hogan 54, Vignarajah 35",19,2018-06-05,2018,13.0
2160,Maryland Governor - Hogan vs. Shea,Washington Post,"Hogan 53, Shea 35",18,2018-06-05,2018,13.0
2161,Maryland Governor - Hogan vs. Ross,Washington Post,"Hogan 55, Ross 31",24,2018-06-05,2018,13.0
2162,Maryland Governor - Hogan vs. Jealous,Washington Post,"Hogan 51, Jealous 39",12,2018-06-05,2018,13.0
2163,Colorado Governor - Democratic Primary,Magellan (R),"Polis 31, Kennedy 18, Johnston 9, Lynne 3",13,2018-06-06,2018,7.0
2164,Georgia Governor - Republican Primary Run-Off,Rosetta Stone,"Cagle 48, Kemp 41",7,2018-06-08,2018,0.0
2165,Maryland Governor - Democratic Primary,Baltimore Sun,"Baker 16, Jealous 16, Madaleno 4, Shea 4, Vignarajah 4, Ross 1",0,2018-06-10,2018,0.0
2166,Colorado Governor - Republican Primary,Magellan (R),"Stapleton 36, Mitchell 23, Lopez 10, Robinson 4, Coffman",13,2018-06-11,2018,7.0
2167,Ohio Governor - DeWine vs. Cordray,Quinnipiac,"Cordray 42, DeWine 40",2,2018-06-13,2018,11.0
2168,Ohio Governor - DeWine vs. Cordray,Suffolk,"Cordray 43, DeWine 36",7,2018-06-13,2018,10.0
2169,New York Governor - Molinaro vs. Cuomo,Siena,"Cuomo 56, Molinaro 37",19,2018-06-13,2018,12.0
2170,New York Governor - Democratic Primary,Siena,"Cuomo 61, Nixon 26",35,2018-06-13,2018,12.0
2171,Pennsylvania Governor - Wagner vs. Wolf,Franklin & Marshall,"Wolf 48, Wagner 29",19,2018-06-14,2018,8.0
2172,Massachusetts Governor - Baker vs. Gonzalez,Suffolk,"Baker 52, Gonzalez 22",30,2018-06-14,2018,10.0
2173,Massachusetts Governor - Baker vs. Massie,Suffolk,"Baker 54, Massie 20",34,2018-06-14,2018,10.0
2174,Maryland Governor - Hogan vs. Baker,Gonzales Research,"Hogan 48, Baker 37",11,2018-06-14,2018,8.0
2175,Maryland Governor - Hogan vs. Jealous,Gonzales Research,"Hogan 51, Jealous 34",17,2018-06-14,2018,8.0
2176,Maryland Governor - Hogan vs. Madaleno,Gonzales Research,"Hogan 50, Madaleno 36",14,2018-06-14,2018,8.0
2177,Maryland Governor - Democratic Primary,Gonzales Research,"Baker 25, Jealous 23, Madaleno 9, Shea 6, Vignarajah 5, Ross",2,2018-06-14,2018,8.0
2178,South Carolina Governor - Republican Primary Run-Off,Trafalgar Group (R),"McMaster 60, Warren 31",29,2018-06-16,2018,6.0
2179,California Governor - Cox vs. Newsom,LA Times/USC,"Newsom 45, Cox 28",17,2018-06-19,2018,6.0
2180,Wisconsin Governor - Democratic Primary,Marquette,"Evers 25, Soglin 7, Flynn 7, McCabe 7, Vinehout 5, Mitchell 4, Wachs 2, Gronik 4, Roys 2",18,2018-06-20,2018,12.0
2181,Wisconsin Governor - Walker vs. Evers,Marquette,"Walker 48, Evers 44",4,2018-06-20,2018,12.0
2182,Florida Governor - Republican Primary,FOX News,"Putnam 32, DeSantis 17, White 3, Devine 1, Nathan 1, Wilds 1, Rivas 1, Baldauf",15,2018-06-21,2018,12.0
2183,South Carolina Governor - Republican Primary Run-Off,Trafalgar Group (R),"McMaster 54, Warren 37",17,2018-06-22,2018,6.0
2184,Illinois Governor - Rauner vs. Pritzker,WeAskAmerica,"Pritzker 36, Rauner 27",9,2018-06-24,2018,0.0
2185,South Carolina Governor - Republican Primary Run-Off,Trafalgar Group (R),"McMaster 54, Warren 46",8,2018-06-25,2018,6.0
2186,Texas Governor - Abbott vs. Valdez,UT/Texas Tribune*,"Abbott 44, Valdez 32",12,2018-06-25,2018,13.0
2187,Ohio Governor - DeWine vs. Cordray,NBC News/Marist,"Cordray 42, DeWine 46",4,2018-06-26,2018,12.0
2188,New Mexico Governor - Pearce vs. Grisham,KOB-TV/SurveyUSA,"Grisham 51, Pearce 38",13,2018-06-26,2018,12.0
2189,Pennsylvania Governor - Wagner vs. Wolf,Suffolk,"Wolf 49, Wagner 36",13,2018-06-27,2018,10.0
2190,Michigan Governor - Republican Primary,Target Insyght,"Schuette 45, Calley 16, Colbeck 8, Hines 4",29,2018-06-29,2018,6.0
2191,California Governor - Cox vs. Newsom,SurveyUSA,"Newsom 58, Cox 29",29,2018-06-29,2018,12.0
2192,Michigan Governor - Democratic Primary,Target Insyght,"Whitmer 40, Thanedar 19, El-Sayed 17, Cobbs",21,2018-06-29,2018,6.0
2193,Michigan Governor - Democratic Primary,Target Insyght,"Whitmer 40, Thanedar 19, El-Sayed 17, Cobbs, Fieger",21,2018-06-29,2018,6.0
2194,Michigan Governor - Schuette vs. Whitmer,Target Insyght,"Whitmer 42, Schuette 37",5,2018-06-29,2018,6.0
2195,Massachusetts Governor - Democratic Primary,WBUR/MassINC,"Gonzalez 21, Massie 15",6,2018-06-29,2018,11.0
2196,Nevada Governor - Laxalt vs. Sisolak,Gravis,"Sisolak 41, Laxalt 43",2,2018-07-02,2018,7.0
2197,Florida Governor - Republican Primary,Remington Research (R),"DeSantis 43, Putnam 26, Nathan 1, White 1, Devine 2, Baldauf 2",17,2018-07-06,2018,6.0
2198,Arizona Governor - Ducey vs. Garcia,Gravis,"Garcia 42, Ducey 41",1,2018-07-09,2018,7.0
2199,Texas Governor - Abbott vs. Valdez,Gravis,"Abbott 51, Valdez 41",10,2018-07-09,2018,7.0
2200,Arizona Governor - Ducey vs. Farley,Gravis,"Ducey 42, Farley 39",3,2018-07-09,2018,7.0
2201,Georgia Governor - Republican Primary Run-Off,Atlanta Journal-Constitution,"Kemp 44, Cagle 41",3,2018-07-13,2018,0.0
2202,Florida Governor - Republican Primary,Gravis,"DeSantis 35, Putnam 29, Nathan, White 4, Devine, Baldauf",6,2018-07-16,2018,7.0
2203,Florida Governor - DeSantis vs. Graham,Gravis,"Graham 42, DeSantis 38",4,2018-07-16,2018,7.0
2204,Florida Governor - Putnam vs. Graham,Gravis,"Putnam 40, Graham 39",1,2018-07-16,2018,7.0
2205,Florida Governor - Democratic Primary,Gravis,"Graham 27, Levine 17, Greene 18, Gillum 10, King",9,2018-07-16,2018,7.0
2206,Florida Governor - Putnam vs. Levine,Gravis,"Putnam 43, Levine 38",5,2018-07-16,2018,7.0
2207,Tennessee Governor - Republican Primary,Emerson,"Lee 19, Boyd 22, Black 27, Harwell 14",5,2018-07-16,2018,10.0
2208,Tennessee Governor - Democratic Primary,Emerson,"Dean 44, Fitzhugh 14",30,2018-07-16,2018,10.0
2209,Tennessee Governor - Black vs. Dean,Emerson,"Dean 39, Black 35",4,2018-07-16,2018,10.0
2210,Tennessee Governor - Boyd vs. Dean,Emerson,"Dean 36, Boyd 34",2,2018-07-16,2018,10.0
2211,Florida Governor - DeSantis vs. Levine,Gravis,"DeSantis 40, Levine 38",2,2018-07-16,2018,7.0
2212,Michigan Governor - Republican Primary,JMC Analytics,"Schuette 25, Calley 17, Colbeck 10, Hines 4",8,2018-07-17,2018,0.0
2213,Hawaii Governor - Democratic Primary,Mason-Dixon,"Ige 44, Hanabusa 40",4,2018-07-17,2018,10.0
2214,Hawaii Governor - Tupola vs. Ige,Mason-Dixon,"Ige 57, Tupola 34",23,2018-07-17,2018,10.0
2215,Hawaii Governor - Carroll vs. Ige,Mason-Dixon,"Ige 62, Carroll 23",39,2018-07-17,2018,10.0
2216,Hawaii Governor - Tupola vs. Hanabusa,Mason-Dixon,"Hanabusa 56, Tupola 28",28,2018-07-17,2018,10.0
2217,Hawaii Governor - Carroll vs. Hanabusa,Mason-Dixon,"Hanabusa 51, Carroll 31",20,2018-07-17,2018,10.0
2218,Hawaii Governor - Republican Primary,Mason-Dixon,"Tupola 41, Carroll 28, L’Heureux 8",13,2018-07-17,2018,10.0
2219,New York Governor - Democratic Primary,Quinnipiac,"Cuomo 59, Nixon 23",36,2018-07-18,2018,11.0
2220,New York Governor - Molinaro vs. Cuomo,Quinnipiac,"Cuomo 57, Molinaro 31",26,2018-07-18,2018,11.0
2221,Wisconsin Governor - Democratic Primary,Marquette,"Evers 31, Vinehout 6, McCabe 3, Soglin 4, Mitchell 6, Roys 3, Flynn 5",25,2018-07-19,2018,12.0
2222,Georgia Governor - Republican Primary Run-Off,FOX 5 Atlanta/Opinion Savvy,"Kemp 55, Cagle 37",18,2018-07-19,2018,7.0
2223,Georgia Governor - Republican Primary Run-Off,WXIA-TV/SurveyUSA,"Kemp 40, Cagle 34",6,2018-07-20,2018,12.0
2224,Georgia Governor - Kemp vs. Abrams,WXIA-TV/SurveyUSA,"Abrams 44, Kemp 46",2,2018-07-20,2018,12.0
2225,Georgia Governor - Cagle vs. Abrams,WXIA-TV/SurveyUSA,"Cagle 45, Abrams 43",2,2018-07-20,2018,12.0
2226,Oregon Governor - Buehler vs. Brown,Gravis,"Brown 45, Buehler 45",0,2018-07-21,2018,7.0
2227,Georgia Governor - Republican Primary Run-Off,Trafalgar Group (R),"Kemp 59, Cagle 41",18,2018-07-23,2018,6.0
2228,Tennessee Governor - Republican Primary,JMC Analytics,"Lee 26, Boyd 20, Black 19, Harwell 16",6,2018-07-23,2018,0.0
2229,Michigan Governor - Republican Primary,Emerson,"Schuette 35, Calley 13, Colbeck 7, Hines 9",22,2018-07-23,2018,10.0
2230,Michigan Governor - Democratic Primary,Emerson,"Whitmer 39, Thanedar 17, El-Sayed 12, Cobbs",22,2018-07-23,2018,10.0
2231,Michigan Governor - Schuette vs. Whitmer,Emerson,"Whitmer 43, Schuette 36",7,2018-07-23,2018,10.0
2232,Wisconsin Governor - Democratic Primary,NBC News/Marist,"Evers 25, Vinehout 7, McCabe 7, Soglin 6, Mitchell 3, Roys 3, Flynn 3",18,2018-07-26,2018,12.0
2233,Wisconsin Governor - Walker vs. Evers,NBC News/Marist,"Evers 54, Walker 41",13,2018-07-26,2018,12.0
2234,Florida Governor - Republican Primary,Florida Atlantic University,"DeSantis 36, Putnam 27, Nathan 3, White 3, Devine 1, Baldauf",9,2018-07-26,2018,7.0
2235,Florida Governor - Democratic Primary,Florida Atlantic University,"Graham 20, Levine 16, Greene 14, Gillum 7, King 9",4,2018-07-26,2018,7.0
2236,Minnesota Governor - Republican Primary,NBC News/Marist,"Pawlenty 51, Johnson 32",19,2018-07-26,2018,12.0
2237,Michigan Governor - Schuette vs. Whitmer,NBC News/Marist,"Whitmer 47, Schuette 38",9,2018-07-26,2018,12.0
2238,California Governor - Cox vs. Newsom,PPIC,"Newsom 55, Cox 31",24,2018-07-26,2018,0.0
2239,Oklahoma Governor - Stitt vs. Edmondson,Sooner Poll,"Edmondson 40, Stitt 39",1,2018-07-26,2018,0.0
2240,Oklahoma Governor - Cornett vs. Edmondson,Sooner Poll,"Cornett 43, Edmondson 35",8,2018-07-26,2018,0.0
2241,Oklahoma Governor - Republican Primary Run-Off,Sooner Poll,"Stitt 38, Cornett 38",0,2018-07-26,2018,0.0
2242,Minnesota Governor - Democratic Primary,NBC News/Marist,"Swanson 28, Walz 24, Murphy 11",4,2018-07-26,2018,12.0
2243,Michigan Governor - Democratic Primary,NBC News/Marist,"Whitmer 35, Thanedar 25, El-Sayed 22, Cobbs",10,2018-07-26,2018,12.0
2244,Michigan Governor - Republican Primary,EPIC-MRA,"Schuette 42, Calley 24, Colbeck 11, Hines 8",18,2018-07-26,2018,10.0
2245,Michigan Governor - Republican Primary,NBC News/Marist,"Schuette 36, Calley 26, Colbeck 12, Hines",10,2018-07-26,2018,12.0
2246,Minnesota Governor - Pawlenty vs. Murphy,NBC News/Marist,"Murphy 48, Pawlenty 40",8,2018-07-26,2018,12.0
2247,Minnesota Governor - Pawlenty vs. Walz,NBC News/Marist,"Walz 51, Pawlenty 40",11,2018-07-26,2018,12.0
2248,Minnesota Governor - Pawlenty vs. Swanson,NBC News/Marist,"Swanson 51, Pawlenty 40",11,2018-07-26,2018,12.0
2249,Michigan Governor - Democratic Primary,EPIC-MRA,"Whitmer 49, Thanedar 22, El-Sayed 19, Cobbs",27,2018-07-26,2018,10.0
2250,Florida Governor - Republican Primary,Mason-Dixon,"DeSantis 41, Putnam 29, Nathan 2, White 0, Devine 0, Baldauf 0",12,2018-07-27,2018,10.0
2251,Florida Governor - Democratic Primary,Mason-Dixon,"Graham 27, Levine 18, Greene 12, Gillum 10, King 7",9,2018-07-27,2018,10.0
2252,Texas Governor - Abbott vs. Valdez,Texas Lyceum*,"Abbott 47, Valdez 31",16,2018-07-29,2018,0.0
2253,Wisconsin Governor - Walker vs. Evers,Emerson,"Evers 48, Walker 41",7,2018-07-30,2018,10.0
2254,Wisconsin Governor - Democratic Primary,Emerson,"Evers 30, Vinehout 10, McCabe 5, Soglin 5, Mitchell 5, Roys 7, Flynn 5",20,2018-07-30,2018,10.0
2255,New York Governor - Democratic Primary,Siena,"Cuomo 60, Nixon 29",31,2018-07-31,2018,12.0
2256,Georgia Governor - Kemp vs. Abrams,Gravis,"Abrams 46, Kemp 44",2,2018-07-31,2018,7.0
2257,Nevada Governor - Laxalt vs. Sisolak,Suffolk*,"Sisolak 41, Laxalt 42",1,2018-07-31,2018,10.0
2258,Michigan Governor - Republican Primary,Mitchell Research,"Schuette 40, Calley 18, Colbeck 9, Hines 10",22,2018-08-01,2018,2.0
2259,Texas Governor - Abbott vs. Valdez,Quinnipiac,"Abbott 51, Valdez 38",13,2018-08-01,2018,11.0
2260,Oregon Governor - Buehler vs. Brown,Clout Research (R),"Brown 42, Buehler 43",1,2018-08-02,2018,6.0
2261,Oklahoma Governor - Republican Primary Run-Off,Remington Research (R),"Stitt 47, Cornett 37",10,2018-08-03,2018,6.0
2262,Kansas Governor - Republican Primary,Trafalgar Group (R),"Colyer 36, Kobach 43, Barnett 11, Selzer 5",7,2018-08-05,2018,6.0
2263,Kansas Governor - Republican Primary,Remington Research (R),"Colyer 34, Kobach 32, Barnett 14, Selzer 9",2,2018-08-06,2018,6.0
2264,Rhode Island Governor - Fung vs. Raimondo,WPRI/Roger Williams*,"Raimondo 39, Fung 37",2,2018-08-06,2018,0.0
2265,Kansas Governor - Republican Primary,Remington Research (R),"Kobach 32, Colyer 34, Barnett 14, Selzer 9",2,2018-08-06,2018,6.0
2266,Maine Governor - Moody vs. Mills,Suffolk*,"Moody 39, Mills 39",0,2018-08-08,2018,10.0
2267,Minnesota Governor - Democratic Primary,Emerson,"Swanson 29, Walz 28, Murphy 19",1,2018-08-13,2018,10.0
2268,Minnesota Governor - Republican Primary,Emerson,"Pawlenty 43, Johnson 34",9,2018-08-13,2018,10.0
2269,Minnesota Governor - Pawlenty vs. Swanson,Emerson,"Swanson 44, Pawlenty 36",8,2018-08-13,2018,10.0
2270,Minnesota Governor - Johnson vs. Walz,Emerson,"Walz 40, Johnson 33",7,2018-08-13,2018,10.0
2271,Minnesota Governor - Pawlenty vs. Walz,Emerson,"Walz 44, Pawlenty 33",11,2018-08-13,2018,10.0
2272,Minnesota Governor - Johnson vs. Swanson,Emerson,"Swanson 37, Johnson 32",5,2018-08-13,2018,10.0
2273,Florida Governor - Republican Primary,SurveyUSA,"DeSantis 40, Putnam 38, Nathan 1, White 2, Baldauf 1, Devine 2",2,2018-08-14,2018,12.0
2274,Tennessee Governor - Lee vs. Dean,Gravis,"Lee 51, Dean 40",11,2018-08-14,2018,7.0
2275,Florida Governor - Democratic Primary,SurveyUSA,"Graham 22, Levine 22, Greene 16, Gillum 11, King 3",0,2018-08-14,2018,12.0
2276,Maryland Governor - Hogan vs. Jealous,Gonzales Research,"Hogan 52, Jealous 36",16,2018-08-14,2018,8.0
2277,Wyoming Governor - Republican Primary,Trafalgar Group (R),"Friess 21, Gordon 20, Hageman 16, Galeotos 10, Haynes 6, Dahlin 2",1,2018-08-15,2018,6.0
2278,Wisconsin Governor - Walker vs. Evers,PPP (D),"Evers 49, Walker 44",5,2018-08-17,2018,9.0
2279,New Hampshire Governor - Sununu vs. Marchand,UNH,"Sununu 48, Marchand 33",15,2018-08-20,2018,0.0
2280,New Hampshire Governor - Sununu vs. Kelly,UNH,"Sununu 48, Kelly 32",16,2018-08-20,2018,0.0
2281,New Mexico Governor - Pearce vs. Grisham,Emerson,"Grisham 42, Pearce 40",2,2018-08-20,2018,10.0
2282,Michigan Governor - Schuette vs. Whitmer,Gravis,"Whitmer 52, Schuette 37",15,2018-08-21,2018,7.0
2283,Minnesota Governor - Johnson vs. Walz,Suffolk*,"Walz 46, Johnson 41",5,2018-08-22,2018,10.0
2284,Florida Governor - Republican Primary,Florida Atlantic University,"DeSantis 32, Putnam 31, Nathan 4, White 2, Baldauf 3, Devine 2",1,2018-08-22,2018,7.0
2285,Florida Governor - Democratic Primary,Florida Atlantic University,"Graham 29, Levine 17, Greene 11, Gillum 11, King 10",12,2018-08-22,2018,7.0
2286,Wisconsin Governor - Walker vs. Evers,Marquette*,"Evers 46, Walker 46",0,2018-08-22,2018,12.0
2287,Illinois Governor - Rauner vs. Pritzker,NBC News/Marist*,"Pritzker 46, Rauner 30",16,2018-08-22,2018,12.0
2288,Texas Governor - Abbott vs. Valdez,NBC News/Marist,"Abbott 56, Valdez 37",19,2018-08-22,2018,12.0
2289,Connecticut Governor - Stefanowski vs. Lamont,Quinnipiac,"Lamont 53, Stefanowski 37",16,2018-08-23,2018,11.0
2290,Pennsylvania Governor - Wagner vs. Wolf,NBC News/Marist,"Wolf 54, Wagner 40",14,2018-08-23,2018,12.0
2291,Florida Governor - Democratic Primary,Gravis,"Graham 26, Levine 18, Greene 19, Gillum 15, King 5",7,2018-08-24,2018,7.0
2292,Florida Governor - Republican Primary,Gravis,"DeSantis 39, Putnam 24, Nathan 4, White 6, Baldauf, Devine",15,2018-08-24,2018,7.0
2293,Florida Governor - Republican Primary,Gravis,"DeSantis 39, Putnam 27, Nathan 4, White 6, Baldauf, Devine",12,2018-08-27,2018,7.0
2294,Florida Governor - Democratic Primary,Gravis,"Graham 26, Levine 18, Greene 19, Gillum 16, King 5",7,2018-08-27,2018,7.0
2295,Wisconsin Governor - Walker vs. Evers,Suffolk,"Evers 46, Walker 44",2,2018-08-28,2018,10.0
2296,Connecticut Governor - Stefanowski vs. Lamont,Gravis,"Lamont 49, Stefanowski 40",9,2018-08-29,2018,7.0
2297,Pennsylvania Governor - Wagner vs. Wolf,Franklin & Marshall*,"Wolf 52, Wagner 35",17,2018-08-30,2018,8.0
2298,Florida Governor - DeSantis vs. Gillum,Quinnipiac,"Gillum 50, DeSantis 47",3,2018-09-04,2018,11.0
2299,Florida Governor - DeSantis vs. Gillum,Gravis,"Gillum 47, DeSantis 45",2,2018-09-04,2018,7.0
2300,Tennessee Governor - Lee vs. Dean,NBC News/Marist,"Lee 53, Dean 40",13,2018-09-06,2018,12.0
2301,Georgia Governor - Kemp vs. Abrams,Atlanta Journal-Constitution,"Abrams 45, Kemp 45",0,2018-09-07,2018,0.0
2302,Arizona Governor - Ducey vs. Garcia,Gravis,"Ducey 48, Garcia 44",4,2018-09-09,2018,7.0
2303,Michigan Governor - Schuette vs. Whitmer,Detroit News/WDIV-TV,"Whitmer 50, Schuette 36",14,2018-09-10,2018,0.0
2304,Iowa Governor - Reynolds vs. Hubbell,Emerson,"Hubbell 36, Reynolds 31",5,2018-09-10,2018,10.0
2305,New York Governor - Democratic Primary,Siena,"Cuomo 63, Nixon 22",41,2018-09-10,2018,12.0
2306,Nevada Governor - Laxalt vs. Sisolak vs. Lord,Suffolk*,"Sisolak 37, Laxalt 35, Lord 5",2,2018-09-11,2018,10.0
2307,Oklahoma Governor - Stitt vs. Edmondson,Sooner Poll*,"Stitt 47, Edmondson 44",3,2018-09-11,2018,0.0
2308,Nevada Governor - Laxalt vs. Sisolak,Suffolk*,"Sisolak 37, Laxalt 35",2,2018-09-11,2018,10.0
