,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
1938,Louisiana Governor - Vitter vs. Edwards,Market Research Insight,"Edwards 54, Vitter 38",Edwards +16,2015-10-31,2015.0
1939,Louisiana Governor - Vitter vs. Edwards,University of New Orleans,"Edwards 56, Vitter 34",Edwards +22,2015-11-12,2015.0
1940,Louisiana Governor - Vitter vs. Edwards,Market Research Insight,"Edwards 52, Vitter 38",Edwards +14,2015-11-13,2015.0
1941,North Carolina Governor - McCrory vs. Cooper,PPP (D),"McCrory 44, Cooper 42",McCrory +2,2015-12-09,2015.0
1942,Washington Governor - Bryant vs. Inslee,Elway Poll,"Inslee 39, Bryant 30",Inslee +9,2016-01-06,2016.0
1943,North Carolina Governor - McCrory vs. Cooper,PPP (D),"Cooper 43, McCrory 40",Cooper +3,2016-01-21,2016.0
1944,North Carolina Governor - McCrory vs. Cooper,Elon University,"Cooper 42, McCrory 40",Cooper +2,2016-02-22,2016.0
1945,North Carolina Governor - McCrory vs. Cooper,SurveyUSA,"Cooper 42, McCrory 45",McCrory +3,2016-02-22,2016.0
1946,North Carolina Governor - McCrory vs. Cooper,WRAL-TV/SurveyUSA*,"Cooper 47, McCrory 43",Cooper +4,2016-04-13,2016.0
1947,North Carolina Governor - McCrory vs. Cooper,PPP (D)*,"Cooper 43, McCrory 42",Cooper +1,2016-04-25,2016.0
1948,North Carolina Governor - McCrory vs. Cooper,Civitas (R)*,"McCrory 39, Cooper 48",Cooper +9,2016-05-05,2016.0
1949,North Carolina Governor - McCrory vs. Cooper,PPP (D)*,"McCrory 41, Cooper 41",Tie,2016-05-24,2016.0
1950,North Carolina Governor - McCrory vs. Cooper,Civitas (R)*,"McCrory 48, Cooper 41",McCrory +7,2016-05-26,2016.0
1951,North Carolina Governor - McCrory vs. Cooper,PPP (D)*,"McCrory 41, Cooper 41",Tie,2016-06-27,2016.0
1952,North Carolina Governor - McCrory vs. Cooper vs. Cecil,Civitas (R),"McCrory 46, Cooper 41, Cecil (L) 4",McCrory +5,2016-06-29,2016.0
1953,North Carolina Governor - McCrory vs. Cooper,NBC/WSJ/Marist,"McCrory 45, Cooper 49",Cooper +4,2016-07-15,2016.0
1954,Missouri Governor - Greitens vs. Koster,Remington Research (R),"Koster 45, Greitens 43",Koster +2,2016-08-08,2016.0
1955,North Carolina Governor - McCrory vs. Cooper,PPP (D)*,"Cooper 43, McCrory 42",Cooper +1,2016-08-10,2016.0
1956,North Carolina Governor - McCrory vs. Cooper,NBC/WSJ/Marist,"Cooper 51, McCrory 44",Cooper +7,2016-08-12,2016.0
1957,Washington Governor - Bryant vs. Inslee,Elway Poll,"Inslee 48, Bryant 36",Inslee +12,2016-08-15,2016.0
1958,Indiana Governor - Holcomb vs. Gregg,Monmouth*,"Holcomb 42, Gregg 41",Holcomb +1,2016-08-17,2016.0
1959,Missouri Governor - Greitens vs. Koster,Monmouth*,"Koster 51, Greitens 40",Koster +11,2016-08-23,2016.0
1960,North Carolina Governor - McCrory vs. Cooper,CNN/ORC,"Cooper 52, McCrory 46",Cooper +6,2016-08-24,2016.0
1961,North Carolina Governor - McCrory vs. Cooper,Monmouth*,"Cooper 52, McCrory 43",Cooper +9,2016-08-24,2016.0
1962,Missouri Governor - Greitens vs. Koster,Remington Research (R),"Koster 46, Greitens 42",Koster +4,2016-09-06,2016.0
1963,Oregon Governor - Pierce vs. Brown,DHM Research,"Brown 43, Pierce 35",Brown +8,2016-09-08,2016.0
1964,North Carolina Governor - McCrory vs. Cooper,Quinnipiac,"Cooper 51, McCrory 44",Cooper +7,2016-09-09,2016.0
1965,North Carolina Governor - McCrory vs. Cooper,Civitas (R)*,"Cooper 43, McCrory 45",McCrory +2,2016-09-15,2016.0
1966,North Carolina Governor - McCrory vs. Cooper,Elon*,"Cooper 46, McCrory 49",McCrory +3,2016-09-20,2016.0
1967,New Hampshire Governor - Sununu vs. Van Ostern,Monmouth*,"Sununu 49, Van Ostern 43",Sununu +6,2016-09-21,2016.0
1968,North Carolina Governor - McCrory vs. Cooper,PPP (D),"Cooper 50, McCrory 43",Cooper +7,2016-09-21,2016.0
1969,North Carolina Governor - McCrory vs. Cooper,FOX News*,"Cooper 43, McCrory 46",McCrory +3,2016-09-21,2016.0
1970,North Carolina Governor - McCrory vs. Cooper,NY Times/Siena,"Cooper 50, McCrory 42",Cooper +8,2016-09-22,2016.0
1971,North Carolina Governor - McCrory vs. Cooper,High Point*,"Cooper 50, McCrory 41",Cooper +9,2016-09-26,2016.0
1972,Missouri Governor - Greitens vs. Koster,Remington Research (R),"Koster 51, Greitens 35",Koster +16,2016-09-29,2016.0
1973,North Carolina Governor - McCrory vs. Cooper,Bloomberg,"Cooper 50, McCrory 44",Cooper +6,2016-10-03,2016.0
1974,North Carolina Governor - McCrory vs. Cooper,Elon*,"Cooper 48, McCrory 44",Cooper +4,2016-10-04,2016.0
1975,North Carolina Governor - McCrory vs. Cooper,Quinnipiac,"Cooper 48, McCrory 46",Cooper +2,2016-10-05,2016.0
1976,North Carolina Governor - McCrory vs. Cooper,WRAL-TV/SurveyUSA*,"Cooper 48, McCrory 44",Cooper +4,2016-10-05,2016.0
1977,New Hampshire Governor - Sununu vs. Van Ostern,Boston Globe/Suffolk*,"Sununu 40, Ostern 36",Sununu +4,2016-10-06,2016.0
1978,Washington Governor - Bryant vs. Inslee,KOMO/Strategies 360,"Inslee 50, Bryant 40",Inslee +10,2016-10-07,2016.0
1979,North Carolina Governor - McCrory vs. Cooper,High Point*,"Cooper 49, McCrory 42",Cooper +7,2016-10-10,2016.0
1980,Missouri Governor - Greitens vs. Koster,Monmouth*,"Koster 46, Greitens 43",Koster +3,2016-10-12,2016.0
1981,Missouri Governor - Greitens vs. Koster,Remington Research (R)*,"Koster 48, Greitens 42",Koster +6,2016-10-13,2016.0
1982,New Hampshire Governor - Sununu vs. Van Ostern,UMass Lowell/7News*,"Ostern 39, Sununu 41",Sununu +2,2016-10-13,2016.0
1983,Utah Governor - Herbert vs. Weinholtz,Monmouth,"Herbert 63, Weinholtz 30",Herbert +33,2016-10-13,2016.0
1984,North Carolina Governor - McCrory vs. Cooper,NBC/WSJ/Marist,"Cooper 49, McCrory 48",Cooper +1,2016-10-13,2016.0
1985,New Hampshire Governor - Sununu vs. Van Ostern,WBUR/MassINC,"Ostern 47, Sununu 44",Ostern +3,2016-10-14,2016.0
1986,Indiana Governor - Holcomb vs. Gregg,Monmouth*,"Gregg 50, Holcomb 38",Gregg +12,2016-10-14,2016.0
1987,Oregon Governor - Pierce vs. Brown,KATU-TV/SurveyUSA,"Brown 46, Pierce 42",Brown +4,2016-10-14,2016.0
1988,North Carolina Governor - McCrory vs. Cooper,CNN/ORC,"Cooper 49, McCrory 48",Cooper +1,2016-10-17,2016.0
1989,Oregon Governor - Pierce vs. Brown,Oregon Public Broadcasting*,"Brown 46, Pierce 33",Brown +13,2016-10-18,2016.0
1990,Vermont Governor - Scott vs. Minter,Vermont Public Radio*,"Scott 39, Minter 38",Scott +1,2016-10-19,2016.0
1991,North Carolina Governor - McCrory vs. Cooper,Civitas (R)*,"Cooper 44, McCrory 46",McCrory +2,2016-10-19,2016.0
1992,North Carolina Governor - McCrory vs. Cooper,SurveyUSA*,"Cooper 47, McCrory 45",Cooper +2,2016-10-19,2016.0
1993,New Hampshire Governor - Sununu vs. Van Ostern,WMUR/UNH,"Ostern 44, Sununu 38",Ostern +6,2016-10-20,2016.0
1994,Oregon Governor - Pierce vs. Brown,The Oregonian,"Brown 48, Pierce 34",Brown +14,2016-10-20,2016.0
1995,Indiana Governor - Holcomb vs. Gregg,WISH-TV,"Gregg 48, Holcomb 43",Gregg +5,2016-10-21,2016.0
1996,North Carolina Governor - McCrory vs. Cooper,Monmouth*,"Cooper 47, McCrory 48",McCrory +1,2016-10-24,2016.0
1997,North Carolina Governor - McCrory vs. Cooper,PPP (D)*,"Cooper 46, McCrory 44",Cooper +2,2016-10-24,2016.0
1998,Indiana Governor - Holcomb vs. Gregg,Gravis*,"Gregg 42, Holcomb 38",Gregg +4,2016-10-25,2016.0
1999,North Carolina Governor - McCrory vs. Cooper,NY Times/Siena,"Cooper 51, McCrory 45",Cooper +6,2016-10-25,2016.0
2000,New Hampshire Governor - Sununu vs. Van Ostern,UMass Amherst/WBZ*,"Ostern 44, Sununu 43",Ostern +1,2016-10-25,2016.0
2001,New Hampshire Governor - Sununu vs. Van Ostern,NBC/WSJ/Marist,"Ostern 47, Sununu 46",Ostern +1,2016-10-26,2016.0
2002,New Hampshire Governor - Sununu vs. Van Ostern,Monmouth*,"Ostern 48, Sununu 43",Ostern +5,2016-10-26,2016.0
2003,North Carolina Governor - McCrory vs. Cooper,Quinnipiac,"Cooper 49, McCrory 47",Cooper +2,2016-10-28,2016.0
2004,North Carolina Governor - McCrory vs. Cooper,NBC/WSJ/Marist,"Cooper 51, McCrory 45",Cooper +6,2016-10-30,2016.0
2005,Indiana Governor - Holcomb vs. Gregg,Monmouth*,"Gregg 48, Holcomb 42",Gregg +6,2016-10-31,2016.0
2006,New Hampshire Governor - Sununu vs. Van Ostern,WMUR/UNH,"Sununu 40, Ostern 43",Ostern +3,2016-10-31,2016.0
2007,Missouri Governor - Greitens vs. Koster,Monmouth*,"Greitens 46, Koster 46",Tie,2016-11-01,2016.0
2008,North Carolina Governor - McCrory vs. Cooper,Elon,"Cooper 46, McCrory 46",Tie,2016-11-01,2016.0
2009,North Carolina Governor - McCrory vs. Cooper,WRAL-TV/SurveyUSA*,"Cooper 48, McCrory 47",Cooper +1,2016-11-02,2016.0
2010,Missouri Governor - Greitens vs. Koster,Remington Research (R)*,"Greitens 46, Koster 45",Greitens +1,2016-11-02,2016.0
2011,Utah Governor - Herbert vs. Weinholtz,Monmouth,"Herbert 63, Weinholtz 30",Herbert +33,2016-11-03,2016.0
2012,New Hampshire Governor - Sununu vs. Van Ostern,Boston Globe/Suffolk*,"Sununu 41, Ostern 37",Sununu +4,2016-11-03,2016.0
2013,North Carolina Governor - McCrory vs. Cooper,Quinnipiac,"Cooper 49, McCrory 47",Cooper +2,2016-11-03,2016.0
2014,New Hampshire Governor - Sununu vs. Van Ostern,WBUR/MassINC,"Sununu 49, Ostern 44",Sununu +5,2016-11-03,2016.0
2015,Indiana Governor - Holcomb vs. Gregg,WTHR/Howey Politics,"Gregg 42, Holcomb 42",Tie,2016-11-04,2016.0
2016,New Hampshire Governor - Sununu vs. Van Ostern,UMass Lowell/7News,"Sununu 47, Ostern 43",Sununu +4,2016-11-04,2016.0
2017,Indiana Governor - Holcomb vs. Gregg,Gravis*,"Gregg 42, Holcomb 38",Gregg +4,2016-11-04,2016.0
2018,Washington Governor - Bryant vs. Inslee,SurveyUSA,"Inslee 50, Bryant 43",Inslee +7,2016-11-05,2016.0
2019,New Hampshire Governor - Sununu vs. Van Ostern,WMUR/UNH,"Sununu 37, Ostern 48",Ostern +11,2016-11-07,2016.0
2020,North Carolina Governor - McCrory vs. Cooper,Quinnipiac,"Cooper 50, McCrory 47",Cooper +3,2016-11-07,2016.0
2021,North Carolina Governor - McCrory vs. Cooper,NY Times/Siena,"Cooper 47, McCrory 46",Cooper +1,2016-11-07,2016.0
2022,Virginia Governor - Gillespie vs. Northam,Quinnipiac,"Northam 44, Gillespie 33",Northam +11,2017-04-11,2017.0
2023,Virginia Governor - Gillespie vs. Perriello,Quinnipiac,"Perriello 46, Gillespie 33",Perriello +13,2017-04-11,2017.0
2024,Virginia Governor - Democratic Primary,Quinnipiac,"Perriello 25, Northam 20",Perriello +5,2017-04-11,2017.0
2025,Virginia Governor - Republican Primary,Quinnipiac,"Gillespie 28, Stewart 12, Wagner 7",Gillespie +16,2017-04-11,2017.0
2026,Virginia Governor - Republican Primary,Washington Post,"Gillespie 38, Stewart 18, Wagner 15",Gillespie +20,2017-05-15,2017.0
2027,Virginia Governor - Democratic Primary,Washington Post,"Perriello 40, Northam 38",Perriello +2,2017-05-18,2017.0
2028,Virginia Governor - Gillespie vs. Perriello,Washington Post,"Perriello 50, Gillespie 37",Perriello +13,2017-05-22,2017.0
2029,Virginia Governor - Gillespie vs. Northam,Washington Post,"Northam 49, Gillespie 38",Northam +11,2017-05-22,2017.0
2030,Virginia Governor - Gillespie vs. Northam,Quinnipiac,"Northam 47, Gillespie 39",Northam +8,2017-06-21,2017.0
2031,New Jersey Governor - Guadagno vs. Murphy,NBC 4/Marist,"Murphy 54, Guadagno 33",Murphy +21,2017-07-20,2017.0
2032,Virginia Governor - Gillespie vs. Northam,Monmouth*,"Northam 44, Gillespie 44",Tie,2017-07-24,2017.0
2033,Virginia Governor - Gillespie vs. Northam,VCU*,"Northam 42, Gillespie 37",Northam +5,2017-08-08,2017.0
2034,Virginia Governor - Gillespie vs. Northam,Quinnipiac*,"Northam 44, Gillespie 38",Northam +6,2017-08-09,2017.0
2035,Virginia Governor - Gillespie vs. Northam,Roanoke College*,"Northam 43, Gillespie 36",Northam +7,2017-08-22,2017.0
2036,New Jersey Governor - Guadagno vs. Murphy,Quinnipiac,"Murphy 58, Guadagno 33",Murphy +25,2017-09-13,2017.0
2037,Virginia Governor - Gillespie vs. Northam,Univ. of Mary Washington*,"Northam 44, Gillespie 39",Northam +5,2017-09-18,2017.0
2038,Virginia Governor - Gillespie vs. Northam,Suffolk*,"Northam 42, Gillespie 42",Tie,2017-09-18,2017.0
2039,Virginia Governor - Gillespie vs. Northam,Mason-Dixon*,"Northam 44, Gillespie 43",Northam +1,2017-09-19,2017.0
2040,Virginia Governor - Gillespie vs. Northam,Quinnipiac*,"Northam 51, Gillespie 41",Northam +10,2017-09-19,2017.0
2041,Virginia Governor - Gillespie vs. Northam,FOX News*,"Northam 42, Gillespie 38",Northam +4,2017-09-19,2017.0
2042,New Jersey Governor - Guadagno vs. Murphy,FOX News*,"Murphy 42, Guadagno 29",Murphy +13,2017-09-20,2017.0
2043,New Jersey Governor - Guadagno vs. Murphy,Suffolk*,"Murphy 44, Guadagno 25",Murphy +19,2017-09-25,2017.0
2044,Virginia Governor - Gillespie vs. Northam,Christopher Newport Univ.*,"Northam 47, Gillespie 41",Northam +6,2017-09-25,2017.0
2045,Virginia Governor - Gillespie vs. Northam,Roanoke College*,"Northam 47, Gillespie 43",Northam +4,2017-09-26,2017.0
2046,Virginia Governor - Gillespie vs. Northam,Monmouth*,"Northam 49, Gillespie 44",Northam +5,2017-09-26,2017.0
2047,New Jersey Governor - Guadagno vs. Murphy,Emerson,"Murphy 46, Guadagno 35",Murphy +11,2017-10-02,2017.0
2048,New Jersey Governor - Guadagno vs. Murphy,Monmouth,"Murphy 51, Guadagno 37",Murphy +14,2017-10-03,2017.0
2049,Virginia Governor - Gillespie vs. Northam,Washington Post*,"Northam 53, Gillespie 40",Northam +13,2017-10-05,2017.0
2050,Virginia Governor - Gillespie vs. Northam,Christopher Newport Univ.*,"Northam 49, Gillespie 42",Northam +7,2017-10-09,2017.0
2051,Virginia Governor - Gillespie vs. Northam,Emerson*,"Northam 49, Gillespie 44",Northam +5,2017-10-09,2017.0
2052,New Jersey Governor - Guadagno vs. Murphy,Stockton,"Murphy 51, Guadagno 33",Murphy +18,2017-10-13,2017.0
2053,Virginia Governor - Gillespie vs. Northam,Monmouth*,"Northam 47, Gillespie 48",Gillespie +1,2017-10-17,2017.0
2054,Virginia Governor - Gillespie vs. Northam,Christopher Newport Univ.*,"Northam 48, Gillespie 44",Northam +4,2017-10-17,2017.0
2055,New Jersey Governor - Guadagno vs. Murphy,FOX News,"Murphy 47, Guadagno 33",Murphy +14,2017-10-17,2017.0
2056,Virginia Governor - Gillespie vs. Northam,Roanoke College*,"Northam 50, Gillespie 44",Northam +6,2017-10-17,2017.0
2057,New Jersey Governor - Guadagno vs. Murphy,Fairleigh Dickinson,"Murphy 47, Guadagno 32",Murphy +15,2017-10-17,2017.0
2058,Virginia Governor - Gillespie vs. Northam,Quinnipiac*,"Northam 53, Gillespie 39",Northam +14,2017-10-18,2017.0
2059,Virginia Governor - Gillespie vs. Northam,FOX News*,"Northam 49, Gillespie 42",Northam +7,2017-10-18,2017.0
2060,Virginia Governor - Gillespie vs. Northam,Hampton,"Northam 33, Gillespie 41",Gillespie +8,2017-10-25,2017.0
2061,New Jersey Governor - Guadagno vs. Murphy,Quinnipiac,"Murphy 57, Guadagno 37",Murphy +20,2017-10-25,2017.0
2062,New Jersey Governor - Guadagno vs. Murphy,Stockton,"Murphy 51, Guadagno 37",Murphy +14,2017-10-26,2017.0
2063,Virginia Governor - Gillespie vs. Northam,The Polling Company (R),"Northam 43, Gillespie 45",Gillespie +2,2017-10-27,2017.0
2064,Virginia Governor - Gillespie vs. Northam,Christopher Newport Univ.*,"Northam 50, Gillespie 43",Northam +7,2017-10-27,2017.0
2065,New Jersey Governor - Guadagno vs. Murphy,Emerson,"Murphy 47, Guadagno 31",Murphy +16,2017-10-29,2017.0
2066,New Jersey Governor - Guadagno vs. Murphy,Suffolk*,"Murphy 49, Guadagno 33",Murphy +16,2017-10-30,2017.0
2067,Virginia Governor - Gillespie vs. Northam,Quinnipiac*,"Northam 53, Gillespie 36",Northam +17,2017-10-30,2017.0
2068,Virginia Governor - Gillespie vs. Northam,Washington Post*,"Northam 49, Gillespie 44",Northam +5,2017-10-31,2017.0
2069,New Jersey Governor - Guadagno vs. Murphy,Monmouth,"Murphy 53, Guadagno 39",Murphy +14,2017-11-01,2017.0
2070,New Jersey Governor - Guadagno vs. Murphy,Rasmussen Reports,"Murphy 50, Guadagno 35",Murphy +15,2017-11-02,2017.0
2071,Virginia Governor - Gillespie vs. Northam,Suffolk*,"Northam 47, Gillespie 43",Northam +4,2017-11-02,2017.0
2072,New Jersey Governor - Guadagno vs. Murphy,Gravis,"Murphy 46, Guadagno 32",Murphy +14,2017-11-03,2017.0
2073,Virginia Governor - Gillespie vs. Northam,Rasmussen Reports*,"Northam 45, Gillespie 45",Tie,2017-11-03,2017.0
2074,Virginia Governor - Gillespie vs. Northam,The Polling Company (R),"Northam 43, Gillespie 46",Gillespie +3,2017-11-03,2017.0
2075,Virginia Governor - Gillespie vs. Northam,Roanoke College*,"Northam 47, Gillespie 47",Tie,2017-11-03,2017.0
2076,Virginia Governor - Gillespie vs. Northam,Gravis*,"Northam 48, Gillespie 43",Northam +5,2017-11-04,2017.0
2077,Virginia Governor - Gillespie vs. Northam,Trafalgar Group (R)*,"Northam 49, Gillespie 48",Northam +1,2017-11-04,2017.0
2078,Virginia Governor - Gillespie vs. Northam,NY Times/Siena*,"Northam 43, Gillespie 40",Northam +3,2017-11-05,2017.0
2079,Virginia Governor - Gillespie vs. Northam,Emerson*,"Northam 49, Gillespie 46",Northam +3,2017-11-05,2017.0
2080,New Jersey Governor - Guadagno vs. Murphy,Quinnipiac,"Murphy 53, Guadagno 41",Murphy +12,2017-11-06,2017.0
2081,Virginia Governor - Gillespie vs. Northam,Quinnipiac*,"Northam 51, Gillespie 42",Northam +9,2017-11-06,2017.0
2082,Virginia Governor - Gillespie vs. Northam,Christopher Newport Univ.*,"Northam 51, Gillespie 45",Northam +6,2017-11-06,2017.0
2083,Virginia Governor - Gillespie vs. Northam,The Polling Company (R),"Northam 47, Gillespie 46",Northam +1,2017-11-06,2017.0
2084,Virginia Governor - Gillespie vs. Northam,FOX News*,"Northam 48, Gillespie 43",Northam +5,2017-11-06,2017.0
2085,Virginia Governor - Gillespie vs. Northam,Monmouth*,"Northam 47, Gillespie 45",Northam +2,2017-11-06,2017.0
2086,Michigan Governor - Schuette vs. Whitmer,Detroit News/WDIV-TV,"Whitmer 40, Schuette 33",Whitmer +7,2018-01-25,2018.0
2087,Illinois Governor - Democratic Primary,WeAskAmerica,"Pritzker 30, Biss 17, Kennedy 12, Hardiman 2, Daiber 1, Marshall 1",Pritzker +13,2018-01-31,2018.0
2088,Iowa Governor - Reynolds vs. Boulton,Des Moines Register,"Reynolds 41, Boulton 37",Reynolds +4,2018-02-07,2018.0
2089,New Hampshire Governor - Sununu vs. Van Ostern,UNH,"Sununu 41, Ostern 31",Sununu +10,2018-02-13,2018.0
2090,New Hampshire Governor - Sununu vs. Connolly,UNH,"Sununu 41, Connolly 29",Sununu +12,2018-02-13,2018.0
2091,New Hampshire Governor - Sununu vs. Marchand,UNH,"Sununu 42, Marchand 28",Sununu +14,2018-02-13,2018.0
2092,Texas Governor - Democratic Primary,UT/Texas Tribune,"Valdez 43, White 24, Yarbrough 7, Wakely 7, Ocegueda 5, Payne 5, Davis 4, Mumbach 3, Clark 1",Valdez +19,2018-02-19,2018.0
2093,Texas Governor - Republican Primary,UT/Texas Tribune,"Abbott 95, Krueger 5",Abbott +90,2018-02-19,2018.0
2094,New York Governor - Republican Primary,Siena,"DeFrancisco 21, Molinaro 17",DeFrancisco +4,2018-03-19,2018.0
2095,New York Governor - Molinaro vs. Cuomo,Siena,"Cuomo 57, Molinaro 29",Cuomo +28,2018-03-19,2018.0
2096,New York Governor - Democratic Primary,Siena,"Cuomo 66, Nixon 19",Cuomo +47,2018-03-19,2018.0
2097,New York Governor - DeFrancisco vs. Cuomo,Siena,"Cuomo 57, DeFrancisco 28",Cuomo +29,2018-03-19,2018.0
2098,California Governor - Open Primary,PPIC,"Newsom 28, Villaraigosa 12, Cox 14, Chiang 6, Allen 10, Eastin 5",Newsom +14,2018-03-22,2018.0
2099,California Governor - Open Primary,SurveyUSA,"Newsom 22, Villaraigosa 14, Cox 11, Chiang 9, Allen 7, Eastin 3",Newsom +8,2018-03-27,2018.0
2100,Pennsylvania Governor - Ellsworth vs. Wolf,Franklin & Marshall,"Wolf 51, Ellsworth 22",Wolf +29,2018-03-29,2018.0
2101,Pennsylvania Governor - Mango vs. Wolf,Franklin & Marshall,"Wolf 49, Mango 22",Wolf +27,2018-03-29,2018.0
2102,Pennsylvania Governor - Wagner vs. Wolf,Franklin & Marshall,"Wolf 38, Wagner 21",Wolf +17,2018-03-29,2018.0
2103,South Carolina Governor - Democratic Primary,Target Insyght,"Noble 27, Smith 27, Willis 21",Tie,2018-04-08,2018.0
2104,South Carolina Governor - Republican Primary,Target Insyght,"McMaster 46, Templeton 22, Bryant 6, McGill 4, Warren 1",McMaster +24,2018-04-08,2018.0
2105,Arkansas Governor - Hutchinson vs. Henderson,Mason-Dixon,"Hutchinson 63, Henderson 24",Hutchinson +39,2018-04-13,2018.0
2106,Pennsylvania Governor - Mango vs. Wolf,Morning Call,"Wolf 47, Mango 27",Wolf +20,2018-04-13,2018.0
2107,Pennsylvania Governor - Ellsworth vs. Wolf,Morning Call,"Wolf 46, Ellsworth 26",Wolf +20,2018-04-13,2018.0
2108,Pennsylvania Governor - Wagner vs. Wolf,Morning Call,"Wolf 47, Wagner 31",Wolf +16,2018-04-13,2018.0
2109,New York Governor - DeFrancisco vs. Cuomo,Siena,"Cuomo 56, DeFrancisco 32",Cuomo +24,2018-04-17,2018.0
2110,New York Governor - Democratic Primary,Siena,"Cuomo 58, Nixon 27",Cuomo +31,2018-04-17,2018.0
2111,New York Governor - Republican Primary,Siena,"DeFrancisco 18, Molinaro 18",Tie,2018-04-17,2018.0
2112,New York Governor - Molinaro vs. Cuomo,Siena,"Cuomo 57, Molinaro 31",Cuomo +26,2018-04-17,2018.0
2113,Texas Governor - Abbott vs. Valdez,Quinnipiac,"Abbott 49, Valdez 40",Abbott +9,2018-04-18,2018.0
2114,Texas Governor - Abbott vs. White,Quinnipiac,"Abbott 48, White 41",Abbott +7,2018-04-18,2018.0
2115,Georgia Governor - Democratic Primary,Atlanta Journal-Constitution,"Abrams 33, Evans 15",Abrams +18,2018-04-19,2018.0
2116,Arkansas Governor - Republican Primary,Talk Business/Hendrix College,"Hutchinson 58, Morgan 31",Hutchinson +27,2018-04-22,2018.0
2117,Maryland Governor - Hogan vs. Kamenetz,Goucher College,"Hogan 45, Kamenetz 28",Hogan +17,2018-04-24,2018.0
2118,Maryland Governor - Hogan vs. Jealous,Goucher College,"Hogan 44, Jealous 31",Hogan +13,2018-04-24,2018.0
2119,Maryland Governor - Hogan vs. Baker,Goucher College,"Hogan 44, Baker 31",Hogan +13,2018-04-24,2018.0
2120,New Hampshire Governor - Sununu vs. Kelly,UNH*,"Sununu 51, Kelly 24",Sununu +27,2018-04-24,2018.0
2121,New Hampshire Governor - Sununu vs. Marchand,UNH*,"Sununu 49, Marchand 27",Sununu +22,2018-04-24,2018.0
2122,Nevada Governor - Laxalt vs. Sisolak,Nevada Independent/Mellman,"Sisolak 43, Laxalt 37",Sisolak +6,2018-04-25,2018.0
2123,California Governor - Open Primary,Berkeley IGS,"Newsom 30, Cox 18, Villaraigosa 9, Allen 16, Chiang 7, Eastin 4",Newsom +12,2018-04-26,2018.0
2124,Georgia Governor - Republican Primary,Atlanta Journal-Constitution,"Cagle 41, Kemp 10, Hill 9, Tippins 4, Williams 3",Cagle +31,2018-04-27,2018.0
2125,California Governor - Open Primary,SurveyUSA,"Newsom 21, Cox 15, Villaraigosa 18, Allen 10, Chiang 9, Eastin 1",Newsom +3,2018-04-27,2018.0
2126,New York Governor - Democratic Primary,Quinnipiac,"Cuomo 50, Nixon 28",Cuomo +22,2018-05-02,2018.0
2127,New Hampshire Governor - Sununu vs. Kelly,Suffolk*,"Sununu 48, Kelly 27",Sununu +21,2018-05-02,2018.0
2128,New Hampshire Governor - Sununu vs. Marchand,Suffolk*,"Sununu 49, Marchand 25",Sununu +24,2018-05-02,2018.0
2129,New Hampshire Governor - Democratic Primary,Suffolk,"Kelly 21, Marchand 19",Kelly +2,2018-05-02,2018.0
2130,New York Governor - Molinaro vs. Cuomo,Quinnipiac,"Cuomo 57, Molinaro 26",Cuomo +31,2018-05-02,2018.0
2131,California Governor - Open Primary,Gravis,"Newsom 22, Cox 23, Villaraigosa 19, Allen 8, Chiang 9, Eastin 4",Cox +1,2018-05-07,2018.0
2132,Iowa Governor - Democratic Primary,KBUR/Remington Research,"Hubbell 46, Boulton 20, Glasson 7, Norris 5, McGuire 3, Wilburn 1",Hubbell +26,2018-05-09,2018.0
2133,Georgia Governor - Democratic Primary,WXIA-TV/SurveyUSA,"Abrams 43, Evans 24",Abrams +19,2018-05-16,2018.0
2134,Georgia Governor - Republican Primary,WXIA-TV/SurveyUSA,"Cagle 35, Kemp 17, Hill 10, Tippins 8, Williams 3",Cagle +18,2018-05-16,2018.0
2135,Georgia Governor - Cagle vs. Abrams,WXIA-TV/SurveyUSA,"Cagle 46, Abrams 41",Cagle +5,2018-05-16,2018.0
2136,Georgia Governor - Republican Primary,FOX 5 Atlanta/Opinion Savvy,"Cagle 31, Kemp 20, Hill 14, Tippins 12, Williams 5",Cagle +11,2018-05-18,2018.0
2137,Kansas Governor - Republican Primary,Remington Research (R),"Colyer 29, Kobach 27, Barnett 9, Selzer 5",Colyer +2,2018-05-18,2018.0
2138,Georgia Governor - Democratic Primary,FOX 5 Atlanta/Opinion Savvy,"Abrams 58, Evans 19",Abrams +39,2018-05-18,2018.0
2139,Iowa Governor - Democratic Primary,Des Moines Register,"Hubbell 31, Boulton 20, Glasson 13, Norris 5, McGuire 5, Wilburn 3",Hubbell +11,2018-05-20,2018.0
2140,California Governor - Open Primary,LA Times/USC,"Newsom 21, Cox 10, Villaraigosa 11, Allen 5, Chiang 6, Eastin 3",Newsom +10,2018-05-22,2018.0
2141,Texas Governor - Abbott vs. White,JMC Analytics,"Abbott 50, White 39",Abbott +11,2018-05-22,2018.0
2142,Texas Governor - Abbott vs. Valdez,JMC Analytics,"Abbott 48, Valdez 36",Abbott +12,2018-05-22,2018.0
2143,California Governor - Open Primary,PPIC,"Newsom 25, Cox 19, Villaraigosa 15, Allen 11, Chiang 9, Eastin 6",Newsom +6,2018-05-23,2018.0
