Date,State,Race,Poll,Result,Spread,Year,Lead,Party,Party Class
2010-06-09,Colorado,Colorado Senate - Norton vs. Romanoff,Rasmussen Reports,"Norton 43, Romanoff 42",Norton +1,2010,Norton,,
2010-06-20,Colorado,Colorado Senate - Norton vs. Bennet,Denver Post/SurveyUSA,"Norton 47, Bennet 44",Norton +3,2010,Norton,,
2010-06-20,Colorado,Colorado Senate - Norton vs. Romanoff,Denver Post/SurveyUSA,"Norton 45, Romanoff 41",Norton +4,2010,Norton,,
2010-07-13,Colorado,Colorado Senate - Norton vs. Bennet,Rasmussen Reports,"Norton 47, Bennet 40",Norton +7,2010,Norton,,
2010-07-13,Colorado,Colorado Senate - Norton vs. Romanoff,Rasmussen Reports,"Norton 44, Romanoff 42",Norton +2,2010,Norton,,
2010-07-27,Colorado,Colorado Senate - Norton vs. Romanoff,Rasmussen Reports,"Norton 44, Romanoff 40",Norton +4,2010,Norton,,
2010-07-27,Colorado,Colorado Senate - Norton vs. Bennet,Rasmussen Reports,"Bennet 39, Norton 48",Norton +9,2010,Norton,,
2010-08-01,Colorado,Colorado Senate - Norton vs. Romanoff,Denver Post/SurveyUSA,"Norton 45, Romanoff 40",Norton +5,2010,Norton,,
2010-08-10,Colorado,Colorado Senate - Norton vs. Romanoff,PPP (D),"Norton 43, Romanoff 42",Norton +1,2010,Norton,,
2013-08-06,Georgia,Georgia Senate - Kingston vs. Nunn,PPP (D),"Nunn 40, Kingston 38",Nunn +2,2013,Nunn,,
2013-08-06,Georgia,Georgia Senate - Handel vs. Nunn,PPP (D),"Nunn 40, Handel 38",Nunn +2,2013,Nunn,,
2013-08-06,Georgia,Georgia Senate - Broun vs. Nunn,PPP (D),"Nunn 41, Broun 36",Nunn +5,2013,Nunn,,
2014-04-02,Georgia,Georgia Senate - Handel vs. Nunn,Landmark/Rosetta Stone,"Nunn 38, Handel 37",Nunn +1,2014,Nunn,,
2014-05-10,Georgia,Georgia Senate - Broun vs. Nunn,Atlanta Journal-Constitution,"Nunn 51, Broun 38",Nunn +13,2014,Nunn,,
2014-05-10,Georgia,Georgia Senate - Perdue vs. Nunn,Atlanta Journal-Constitution,"Perdue 45, Nunn 46",Nunn +1,2014,Nunn,,
2014-05-10,Georgia,Georgia Senate - Kingston vs. Nunn,Atlanta Journal-Constitution,"Nunn 50, Kingston 40",Nunn +10,2014,Nunn,,
2014-05-10,Georgia,Georgia Senate - Handel vs. Nunn,Atlanta Journal-Constitution,"Nunn 49, Handel 41",Nunn +8,2014,Nunn,,
2014-05-10,Georgia,Georgia Senate - Gingrey vs. Nunn,Atlanta Journal-Constitution,"Nunn 52, Gingrey 37",Nunn +15,2014,Nunn,,
